item_id_A,item_id_B
2392144,
2231475,
2236364,
2250788,
2203832,
2227626,
2070896,103568
2205163,
2197897,
2392154,
2236315,
2216722,
2250010,
2248460,
2127086,
2248238,
2256753,
2392163,
2227020,
2241953,115057
2117410,
2214674,115229
2246061,
2254273,
1933585,
2208751,
2059575,
2231976,
2219663,
2126958,106570
2231975,
2199718,
2220877,
2058097,
2245817,
2207953,115778
2241689,
2223695,
2231977,
1918002,
2231597,
2256807,
2241690,
2231978,
2392179,
2231445,
2253252,
2392181,
1927397,949246
2058694,
2253335,
2207677,
2230261,
2219670,
2203852,
2219666,
2231982,
2219661,
2788874,
2788877,113469
2207983,
2231987,
2788875,950812
2788879,108313
1916115,
2259365,
2231989,
2231995,
2059266,951046
2231990,
2208071,1091390
2231998,
2257792,
2253240,
2234971,
2213465,
2207642,
2258536,953590
1919928,
2256227,
2258535,
2259192,
2207679,
2229847,
2788878,115798
2235002,
2243680,
2236165,
2274310,
2203901,
2231381,
2231583,
2235303,
2211564,
1946072,111398
2229921,
2256763,1333709
2232005,
2253645,
2211830,
2233572,
1914832,113224
2256669,
1948481,
1936461,
2231258,
2259765,108788
2242542,
2245314,
2242315,
2271059,
2253267,
2200867,
2230237,100982
2253584,
2248364,
2256599,
2242923,
2259351,
2229974,
2256102,
375579,
2237877,
2219665,
2204098,952437
2196226,101924
2235632,
2259680,
2256372,
2248149,
2253746,110274
2232011,
2231459,
2233402,
2112295,
2209928,2685201
2127264,
2246400,
2230105,
2235051,
2231653,
2229003,1084499
2229008,
2204292,
2229734,
2237560,
2232022,
2219684,
2250842,
2244101,1848342
2231244,
2218609,
2230313,
2231253,
2256779,
2244131,
2234239,
2225097,
2232027,
2235428,
2232033,
2232038,
2233510,
1921383,952563
2232044,
2223758,
2243438,112806
2239579,
2227385,
2232049,
2237457,109490
2232051,
2232046,
2235368,
2256313,
2219689,95162
2219691,
2219692,
2253488,
2218598,
2202888,
2219694,
2232056,
2232054,
2232061,
2232060,
2219225,
2254185,
2235312,
2256014,89146
2214612,
2253378,106578
2252748,
2218567,
2232064,
2232067,
2092704,97506
2216996,
2214615,
2237563,
2268626,88163
2208615,
2216829,112603
2232069,
2232070,
2212170,
1952037,102312
2257887,
2232080,
2232077,
2230286,
2229053,
2207723,
2236390,
2208646,
2235899,
2212645,
2211368,
2256092,
2219701,
2242268,
2214776,
2232048,
2217867,
2256359,
2203969,1086933
2208984,115567
2214945,
2202074,
2231251,
2229015,
2219709,
2219705,
2219719,
2219717,
2219716,
2210685,
2236359,
2219728,
2216781,
2204524,
2219735,
2219748,
2252557,
2214654,
2244250,
2259104,108085
2219759,
2219756,
2243428,111184
2126914,
2219776,
2219774,
2212604,
2231513,
2231885,
2231886,
2274303,
2231434,
2243239,
2253197,
2231468,
2231508,
2256729,
2247616,
2234380,
2235929,
2209664,
2237671,
2111639,
2238534,
2255817,
2213525,
2259602,
2219428,
2205596,
2209707,
2209709,114806
2214648,
2211082,
2211078,
2213575,
2219786,
2231496,
2219797,
2203424,
2239887,110274
2236816,
2247805,
2219815,
2219806,
2092966,952742
2272027,
2219819,
2219588,
2203465,
2197848,2137855
2674507,
2253726,
2219828,109850
2219833,
2236227,
2219840,
2219851,
2233033,
2255539,
2219861,
2256228,
2221265,
2219866,
2232091,
2232089,
2253328,
2204366,
2218560,
2133118,
2214705,
2231616,
2209829,
2247752,
2245330,
2072000,1091019
2212626,
2212618,
2258845,
2245335,
2219931,
2212642,
2211123,
2212647,
2252977,
2253454,
2234820,
2235905,
2223652,
2236440,
2195874,
2211910,
2674527,
2230292,
2231695,
2223842,
2219868,
2219869,
2219870,
2219875,
2253700,
2219881,
2219888,
2219887,
2219904,
2107897,
2199306,
1938327,
2219906,
2219917,
2258478,114707
2219912,
2219915,
2204335,948795
2253110,
2235490,
2204337,
2219928,
2219930,
2219939,
2242499,
2219950,
2219951,
2219952,
2255961,
2256704,
2247198,112351
2219959,
2219966,
2219961,
2232098,
363916,
2232068,
2232724,
2253149,
2243880,
2243888,
2259423,951915
2206567,
2253748,
2099720,
2079994,
2209035,949462
2231143,
2127101,
2255932,
2272558,
2222689,2031056
2246187,
2237500,
2219817,109457
2237789,
2235803,
2064826,
2226502,
2232115,
2232030,
2232118,
2203062,
2232124,
2215975,113150
2253485,
2244526,
2240075,
2259275,
2204559,
2232129,
2232127,
2232128,
2231562,
1915609,
2213705,
2209782,
2208230,113360
364617,
2219711,
2243149,
2242479,
2201518,
2392198,
2216836,
2243160,
2214528,948795
2233773,
2232145,
2075385,
2232148,
2255774,
2207629,
2232156,
2256694,
2252560,1884148
2257854,
2127670,
2236233,
2244667,
2235329,
2235427,1953551
2244102,1848346
2219593,
2244990,
2256740,
2247952,
2232137,
2253027,
2218449,948486
2259217,
2231850,
2271126,
2064003,
2250373,
2231275,
2248331,
2250773,
2230188,
2241881,
2256306,
2237016,957074
1916308,
1939041,
2222925,
2232186,
2256431,
2244996,
2253206,
2203918,
2232106,
2233181,
2232188,
2209805,
2231250,
2208737,
2271926,
2253714,
2256578,
2237706,
2243549,115461
2231923,
2218674,110285
2239161,
2113643,
373212,114655
2219988,
2248763,
2204540,
2204798,108768
2244436,
2231673,
2232196,
2245222,
2209293,
2244471,
2221556,
2256674,
2118871,
2203443,
2203343,
2256291,
2200003,
2219978,
2203458,
2214722,
2204663,
2236306,
2232199,
2245221,
2248353,
2243182,109415
2226680,
2219985,
2756291,
2207683,
2756295,
1918677,
2756303,
2207382,
2252511,
2259285,
2209580,
2204036,
2208196,
2248607,
2208141,107708
1938816,1704438
2242330,
2231516,
2259783,
2392222,
2241188,
2243970,1085185
2259807,
2255864,
2232279,
2253708,
2253259,
2203419,
2058152,
2240091,
2226337,
2252749,
2203328,
2232208,
2252753,
2221653,
1938918,1704436
2256201,
2206041,
2238059,
1941749,
1920048,
2231897,
2086417,
2230329,
2251345,
2256005,
2097338,
2240298,
2232222,
2232223,
2232224,
2252579,106206
367256,950695
2232036,
2208167,110829
2207405,
2118308,
2243731,
2239618,
2203408,
2242910,
2209027,
2127228,
1918678,
2231330,
2232235,
2216345,
2232239,
2253516,
2232042,
2234427,
2258784,106064
2259735,
2253511,
2232248,
2209769,
2229906,
2211799,
2256485,
2211852,
1927951,
1917151,
2208342,949462
2232635,
2236382,115800
2227636,
2237537,
2239405,
2203980,
2233871,
2200654,948409
2226537,
2231479,
2238721,
2244503,
2235764,
2232263,
2211928,
2231282,
2219688,
2255788,
2245563,
2254330,
2220588,
2215922,
2072207,
2236176,
2256542,
2232273,
2232274,
2232275,112603
2204379,
2204373,
2204223,
2267961,
2062860,
2253341,
2079622,
2253766,
2209806,1085728
2235330,
2239099,
2208568,
2213997,
2232017,
2224319,
2255519,
2268903,
2209884,111506
2127225,
2232909,
2207644,
2253662,2159314
2254369,
2231929,
1917109,
1927018,
1938306,1091287
2225283,
2242703,
2126845,111112
2204868,
2253671,
2241914,
2235674,
1912062,1091320
2244152,
2256177,
2239901,
2231542,
2226316,
2756304,
369961,
2756306,107233
2256037,
2756305,
2386398,
2248324,
2235856,
2208152,112373
2074328,
2257914,
2234198,
2225627,
2253382,
2127012,
2241301,
2235116,
2234619,
2211069,105891
2232114,
2208341,1089676
1941451,
2386414,
1936284,
2220014,88812
599716,
1948659,
1951325,
2230052,
2219422,
1937218,948844
2200737,114496
1919156,
2072506,2684868
2227108,
2227706,
2241966,
2230210,
2231060,
1919936,111366
1938426,2159834
1947654,
2237724,
2253094,
2202761,
2234260,
2257810,
2113890,
1938966,
2788387,
2220005,
2208684,
2259725,951134
1936886,
2231520,
2051565,
2101439,
2127022,
2243502,
2236336,
1926532,109091
2199284,1084503
2237928,
2247804,1088659
2272349,
2231301,
2237092,
1938221,107540
1941323,
2242372,949590
1917169,
2220015,
2195719,
1926094,112682
1917189,
2223822,
2220016,
2227245,
2778980,105152
2242942,
2778968,100362
2229250,
2778967,
2778971,
2778977,100880
2778979,
2778969,958115
2072202,
2195434,
2223734,
2233202,
2750732,
2789418,1723411
2195422,
2789416,
2789417,
2248521,
2205515,
1937094,108588
2789421,
2227796,
2229037,
2079834,
2079835,
1926463,105165
2227142,
2231731,
2254897,
2196672,1086955
2108919,
1939844,102962
2386439,
2260006,
2052458,
2256507,
2256425,
2223642,
2199278,
2244098,
2226650,
2216070,
2253983,
2224154,
2230458,97212
2238615,
2203869,
2232121,
2244210,
1914698,109434
2220986,94369
2679243,101747
2056928,
2226924,
2127298,
2227866,
2756307,950599
2058677,
2242389,115096
1936659,107658
2195340,107035
1913141,
1940391,102649
1919084,
2049270,
2386451,
1919511,950470
1918093,114154
1932080,
1945065,
2386458,
2054396,104332
2231019,
1939016,
2789422,948384
1943374,106375
1913815,1894604
1913794,
2789428,
2789423,
2789427,
2392236,110479
2392244,
2789426,1891177
2789424,
2214762,
2392253,
2392257,
2214520,
2204304,
2392263,
2392259,
2131819,
2246133,
2392224,
2231880,
2235647,
1919510,1864046
2106619,
2208109,
2127050,
2258021,
2243984,
2062832,
2232449,
2232451,
2232452,
2231133,
2198017,
2249267,
2205183,
2256386,
1925915,
2232460,
2199978,
2232103,
2392231,
2392229,
2392233,
2232466,
2232473,
2231979,
1938744,950664
2231934,
1920395,109133
2392131,
2231675,
2239661,
2215993,
2392237,
2231473,
2243769,
2204309,108939
2203868,
2132787,
2243484,
2259165,
2220932,
2204180,
2252081,107682
2252608,107412
2245775,
2247820,
2201171,
2232480,
2235032,
2232481,
2255696,
2227419,
2223879,
2223690,
2232482,
2232257,
2220032,
2247694,
2063653,1704438
2247942,
2235971,
2220035,
2220037,
1938931,107395
2220044,
2220048,
2220047,
2220046,
2220049,
2756309,
2232490,
2230001,
2232492,
2219993,
2232493,
2232494,
2054576,103199
2111078,
2232498,
2232501,
2232499,
2252611,
2232508,
2232505,
2194405,
1938825,
1938760,
2057077,
1939017,
2232509,
2232519,
2232518,
2049736,
2232524,
2232528,
2392219,
2232535,
2232536,
2220083,
2220085,
2220082,
2220092,
2220093,
2063114,113909
2220094,
2220091,
2232542,
2232543,
2063634,
2232545,
2674547,
2674548,
1919547,
2392867,
2392868,
1932656,107958
2074113,
1924483,
2232548,
2232550,
2232546,
1914416,
2074023,115316
1914468,
1914471,
1914407,
2392265,
2392268,
2392269,
1933393,
2392270,
2392275,
2063998,948595
2392281,
2076338,948721
2259786,
2232564,115096
2063152,2685608
2232562,
1940934,
2392203,
2232568,
2232571,
2067288,
2392267,
2049533,106070
2232577,
2220108,112124
1942333,
2232583,
2232581,
2232580,
2392235,
2117181,102321
2200082,
2232587,
2232590,
2093889,952520
1949636,104931
1947291,112833
2102686,951152
2232593,
2232596,
2756316,107152
2756317,
2756714,
2109933,
2079800,
2103904,
2111100,
2120982,
2674549,
2271929,951452
2271928,
2069695,
2271933,
2271931,
2271935,
1949045,99215
2232599,
2232603,
2232602,
2232604,
2674550,
2232607,
2232608,
2232609,
1934771,106217
2198949,949990
2392258,
2232464,
2052746,
2068457,
2753579,
2753592,102404
2753581,96232
2232617,109509
2753590,
2753591,
2753586,
2753584,
2199336,
2753594,
2232622,
2232623,
2071533,
2232624,
2232628,
2232631,
2232633,
2232632,
2069369,96157
2053169,
2232638,
2232639,
2059105,
2232636,
2232640,
2232641,
2232647,
2104124,
2232648,
2232649,
2075996,
2232651,
361429,952014
2200290,
2069593,
2392284,
2392285,
2232661,
2232665,
2232664,
2232667,
2232671,
2232668,
2232672,
2232674,
2200312,
2232679,
2232680,
2232688,
2232694,
2232698,
2756746,
2386833,
2200321,
2232700,
2232702,
1951853,
2756747,
2756752,
361472,104397
2079787,1091062
2756754,111119
2756756,
2756753,110150
2756755,
2756757,
2756758,2017823
2756759,
2756760,104091
2272439,105933
2062484,
2232705,
2775040,1864950
2232714,
2232713,
362358,
2232719,
2232718,
1929604,
2789432,
2789430,
1918511,
1932416,
2789431,
2112730,
1933389,1091494
2789433,
2232731,
2232726,
2232730,
2071628,97156
1932437,949112
2071792,
2232733,
2232734,
2232735,
2232738,
2232737,
2232741,
2232740,
2054154,
2232747,
2232742,109509
2232744,
2232751,
2232752,
2232750,
2232754,
2068368,1083433
2069604,
2232753,
2071618,98532
2199791,102315
2201608,953526
2232755,
2232757,
2232759,
2232756,
2232760,
2071262,
2232766,
2232761,
2232773,
2232771,
2232778,
1950931,
2232779,
2232777,
2232782,
1951048,97045
2232783,
2232785,
2232786,
2232788,
2392300,
2392301,
2392311,
2056380,102680
1933368,
2269162,
2220134,
2756318,
2756319,107260
2756320,
2756323,
1941777,104697
2756326,
2756327,
2756325,
2756328,109467
1927651,
2386589,95478
1950137,
2214086,
2193923,949611
1917270,
2674552,
1949698,
2224200,
1917296,
2214516,
283315,101410
2272333,
2214201,953355
379133,96243
1932648,1100264
2220128,
2198633,
2778973,952165
2196803,1089583
1951032,103160
1927647,107137
2068910,96520
2071021,100896
2072854,
1948009,
2055212,
2052578,100086
2197736,
2070347,
1921197,
2071008,100463
1950372,
2071114,101741
2071109,
1927665,110638
2078193,
2386681,95517
2778981,
2778984,
2778985,
2078585,
2385835,
1915176,103190
2071165,102989
2132168,
1945765,
1937571,
2268839,
1950464,99425
2196044,1723404
1927663,
2393162,
2393160,1090125
2393172,109901
2220132,101127
371652,
1938455,110500
2252682,
2058944,948785
2072449,
2066003,
2197644,
2778279,
2778281,2683890
2392316,99162
2230442,
2234986,
2232147,
2232130,115229
2392329,
2392341,
2065585,
2392350,
2063118,
2260090,
2392344,104792
2392351,
2392358,100495
2232890,
2232889,
2232892,
2232895,
2074032,
1943612,115270
2232896,
2392373,100162
2778986,
2062966,
2077022,96901
1938847,
1915069,107648
2051953,96029
2066347,1086207
2232898,
2232897,
2756329,115260
2063519,950186
2756330,
2232899,
2778988,
2232900,
2778987,96797
2066864,1091842
365286,
2232904,
2778989,2027766
2232901,
2232905,
2232907,
2232910,
2232911,
370242,99601
1939014,
2070580,105788
2232915,
2232916,
2070501,
2232920,
2232921,
2232922,
2232925,
1940648,
2075323,
2232927,115229
2232928,
2198965,
2070454,99757
2070456,99757
2070735,
2126910,1089652
2195234,949688
2063127,
2063166,
2232929,
2079768,
2232932,
2232935,
2063227,
2232933,
1943614,
2062426,110502
2066329,
2232941,
2194151,
1912890,
2232942,
2076352,949906
2066148,
2778991,92244
2778992,
2778993,
2778994,
2778995,92007
2778996,
2202576,
2220141,
2232946,
2232948,
2232947,
2232949,
2259491,104712
2084303,
2051949,104703
2232952,
2232950,
2232951,
2232958,
2232955,
2063557,949326
1952058,102768
2232961,
2232960,
2232967,
2272335,
2232963,
2232968,
2232969,
2232971,
2232970,106917
2232974,
2232977,
2232976,
2232979,
2220144,
1949146,99589
2392376,
2392379,
2392383,
2392384,
2066351,
2392381,
2392398,
2392388,
2232986,
2392401,
2392403,
2392406,
2392409,
2392415,
2232996,
2232998,
2232997,114630
2392425,
2392423,
2392424,
2232999,1085185
2233000,
2233002,
2073872,
2058991,
2073873,107275
2072475,
2753607,
2072251,
2753598,
2753601,1868777
2753595,
2753597,
2753602,95517
2753604,100902
2753608,97101
365908,
2073887,
1943621,113349
2233015,
2233011,
2220145,
2085733,
2233018,
2233019,
2233017,
2053708,
1928245,
1949025,
2753612,
2753610,102209
2753613,1952589
2753616,102687
2753617,
2753619,
2753620,103489
2753623,
2753609,95641
2753628,
2220159,
2233021,
2753639,
2753642,
2756336,
2194273,1086904
2233026,
2233028,
2233022,
2057156,
1945345,
2674553,950070
2233031,
2233032,
2233039,
2233041,
2233042,
2233047,
2233044,
2066054,87892
2392308,
2392287,
2085372,
2233051,
2233050,1085185
2233048,
2233053,
2233056,
2233054,
2224173,
2227431,
2233068,
2233065,
2215626,
2233066,
1950254,
2078386,
2674554,
2233074,
2233069,
2233079,
2233080,
2116455,
2233084,
2233082,
2233083,
2674555,2685649
2674556,110556
2072272,101060
2195330,
2233089,
2233090,
2233101,
2233100,
2674560,
2392429,
2674557,
2674559,
2674558,
2233109,
2195588,
2113996,102200
2233110,
1935918,
2233112,
2233113,
2233114,
2233111,
2271717,
2233120,
2233121,
2233122,
2233123,
2233125,
2233124,
2233128,
2233132,
2233129,
2233929,
2234240,
2233928,108326
2233133,
2233134,
2233137,
2062209,
2057275,
2233144,
2233141,
2233143,
2233142,
2233145,
2233147,
2391841,
2057247,
2233149,
2233151,
2051354,
2233154,
2753647,102200
2233158,
2233161,
2233175,
2233176,
2102848,96735
2233180,
2199594,
2233200,
2233201,
2753217,
2753218,
2233203,
2233212,
2233214,
2233215,
2233221,
2233218,
2233216,
2233224,
2753223,1090883
2233226,
2233227,
2234455,
2232717,
2233159,
2232553,
1951342,
2233008,
2072252,
2385925,
2085112,
2232575,
2233191,
2232123,
2233229,
2232781,
2233199,
2233233,
2233234,
2233232,
2233244,950904
2233242,
2233243,
2233248,
2233247,
2233245,
2052993,
2220177,
2233250,
2233253,110174
2756346,
2756341,
2756338,
2756343,
2233259,
1946920,
2756363,
2756361,
2756362,951433
2756365,109422
2756364,
2756360,
2233262,110173
1925437,106301
2233264,
2233265,
2102912,95732
2233267,
2233266,2682361
2078301,
2233272,
2233271,
2233270,
2756705,
2233276,
2233278,
2233277,
2233279,
2233285,
2233289,
2233295,
2756339,948292
2233302,
2218986,
2218991,
2224066,
2228827,
2061998,115155
2207080,
2207079,
2207083,
2065479,99038
2083933,950514
2219013,
2671048,
2228831,
2207102,
2219026,
2228834,
2228833,
2224097,
2219054,
2219057,
2234797,
2219061,
2219059,
283416,957967
2067914,
2219076,
2092044,
2259030,949187
2219081,
2229382,
2232764,
2233309,
2233305,
2233314,
2385991,1090888
2233317,
2233321,
2233322,
2233325,
2056257,98083
2233328,
2220188,
2233326,
2233331,
2233332,
2233335,
2233336,111941
2753262,
2233334,
2233341,
2233337,
2220184,98776
2067706,
2067584,
2233352,
2233350,
2233349,
2233351,
2233355,
2233353,
2233354,
2233359,
2233357,
2233367,
2233366,
2220190,2017813
2220196,
2220191,2017813
2096908,
1944923,101648
2233387,
2220207,
2220200,
2220213,
2107745,115283
2097549,
2220212,
2220222,
2220223,
2233395,
2233394,
2233392,
2233397,
2233396,
2092309,
2233404,
2233405,
2233406,
2091577,
2233420,
2233429,
2233431,
2233430,
2233436,
2756367,
2233437,
2756369,948303
2756368,951291
2756372,
2756376,
2756377,
2756378,
2391889,
2756383,
2756398,110426
2756401,950267
2756396,
2756406,
2756411,
2756409,
2756410,
2756397,
2756399,
2064414,
2233445,
2233439,
2233442,
2065748,
2233447,
1922721,
2233449,
2233451,
2228133,
2756351,113390
2756274,
2209376,115480
2209377,115480
2209380,115480
2209379,115480
2219681,
2194983,
2209431,115480
2074267,949709
2209437,
2209450,
2209459,
2209456,
2228709,
2209366,
2233456,
2233457,
2233462,
2233464,
2259256,
2392441,
2233472,
2233467,
2233475,
2233476,
2233481,114085
2233480,
2233486,
2233489,
2233497,
2233499,
2113096,
2233503,
2233506,
2233509,
2233516,
2233514,950267
2233515,
2233517,
2233519,
2233525,
2233528,950267
2233527,950904
2231858,111142
2231867,111142
1914491,
2202286,
2116216,
2233010,
2233020,
2233441,
2233444,
2194457,
2233532,950267
2233534,950904
2233535,
2233537,
2196244,
2196245,
2196240,101797
2196241,96200
2076781,
2233544,
2233543,
2233546,
2233545,
2233554,
2233547,
2233557,
2233558,950275
2197966,
2233559,
2233560,
2233563,
2233561,
2233566,
2233570,
2756425,
2755956,90026
2755951,
2755972,2684075
2233578,
2233577,
2233581,
2233582,950904
2755992,1090724
2756355,
2756007,
2756016,2684437
2756031,90958
2233583,
2233584,
2755941,89599
2755949,
2233596,
2233592,
2756298,
2756314,
2756299,
2233602,
2756010,
2233600,
2756015,
2233601,
2233605,
2756018,
2233606,
2233609,
2233610,
2113091,
2233612,
2233613,
2233619,
1917200,100600
2755996,2684218
2233618,
2756034,
2756033,90566
2756040,1091890
2066874,
2233623,110159
2233622,
1914527,1087040
2233626,
2233624,110174
2066863,
2233625,
2231023,
2233628,
2218260,
2233631,
2229473,
2209425,
2233634,
2127700,1087092
2228134,
2228873,
2216587,
2210770,
2216588,
2231460,
2229243,
2229244,
2210807,1084499
2228433,
2220239,
2220240,
2220242,105530
2233636,
2233635,
2233637,
1951035,103443
2231036,
2231030,
2756251,
2231045,
2231041,
2231053,
2231049,
2231052,
2231058,
1926058,98979
2070826,1091523
2231069,
2231071,
2231072,
2233646,950911
2233651,
2233653,
2233654,
2222944,
2127122,
2262541,
2233658,
2233660,
2233664,
2233659,
2098029,
2233666,
2233667,
2233668,
2228730,
2228742,
2216081,
2206824,115480
2209404,
2216112,
2070815,
2216121,
2209423,
2209432,
2209457,
2216128,
2209448,115480
2209462,
2228842,
2069098,
2079831,
2235459,
2229638,
2235465,
2235054,
2224207,
2224201,
2223700,
2224209,
2223889,
2259458,
2233672,
2235058,
2229520,
2235056,
2216825,108939
2234074,
2234073,
2233252,
2233676,
2233677,
2233678,
2233683,
2233684,
2209372,
2205249,
2067454,105382
2233688,
2058085,950936
2233690,
2382776,
2199817,950498
2233691,
2233694,
2219474,
2233705,
2233701,
2233704,
2233715,
2233711,
2233707,
2233718,
2200842,
2203991,
2233721,
2203992,
2068324,
2233724,
2233725,
2233726,106236
2233727,112626
2233730,
2233728,
2209551,
2220247,
2220246,
2233733,
2233734,
2066845,
1948728,
2233735,
1927941,
2220260,
2220262,
2066808,
2220283,
2066735,
2066759,1091842
2220284,
2220293,
2220306,107218
2753668,
1913911,
2233736,114630
2220308,
2220309,
2220310,107218
2220311,
2220323,
2220325,
2220326,
2066867,
2220333,
2220338,
2066714,1084497
2220340,
2233739,112655
2233738,
2756264,
2220352,
1942493,
2103398,
2220356,
2220365,
2058159,
2220368,
2193987,
2220375,
1931833,
2220378,
2220385,
2199184,
2193954,
2220400,
2220411,
2756428,
2756431,
2756436,
2756430,
2756427,
2756435,
2756443,
2756448,
2756455,
2105490,
